   7   5    0.8225    0.4277    1.2538    0.3187    1.0
   8   3    0.7773    0.2670    1.3913    0.3410    1.0
   8   6    0.9564    0.4413    1.0932    0.2692    1.0
   9   1    0.7539    0.0909    1.5638    0.3100    1.0
   9   4    0.9076    0.3051    1.1829    0.2882    1.0
   9   7    1.0906    0.4516    0.9760    0.2306    1.0
  10   2    0.8772    0.1562    1.3110    0.2850    1.0
  10   5    1.0393    0.3335    1.0587    0.2461    1.0
  10   8    1.2251    0.4595    0.8777    0.2037    1.0
  11   0    0.8669    0.0000    1.4998    0.2918    1.0
  11   3    1.0037    0.2049    1.1459    0.2517    1.0
  11   6    1.1718    0.3554    0.9368    0.2163    1.0
  11   9    1.3598    0.4659    0.8015    0.1809    1.0
  12   1    0.9855    0.0692    1.2773    0.2297    1.0
  12   4    1.1323    0.2426    1.0095    0.2235    1.0
  12   7    1.3049    0.3728    0.8563    0.1914    1.0
  12  10    1.4946    0.4712    0.7341    0.1639    1.0
  13   2    1.1079    0.1231    1.1078    0.2126    1.0
  13   5    1.2623    0.2724    0.9157    0.1988    1.0
  13   8    1.4384    0.3870    0.7771    0.1725    1.0
  13  11    1.6295    0.4755    0.6810    0.1487    1.0
  14   0    1.0997    0.0000    1.2321    0.2252    1.0
  14   3    1.2331    0.1661    0.9831    0.1973    1.0
  14   6    1.3933    0.2966    0.8288    0.1795    1.0
  14   9    1.5723    0.3987    0.7199    0.1561    1.0
  14  12    1.7644    0.4792    0.6319    0.1369    1.0
  15   1    1.2182    0.0558    1.0892    0.1849    1.0
  15   4    1.3602    0.2010    0.8930    0.1803    1.0
  15   7    1.5251    0.3167    0.7640    0.1624    1.0
  15  10    1.7064    0.4086    0.6646    0.1432    1.0
  15  13    1.8994    0.4824    0.5928    0.1259    1.0
  16   2    1.3400    0.1015    0.9679    0.1708    1.0
  16   5    1.4888    0.2299    0.8135    0.1657    1.0
  16   8    1.6575    0.3335    0.7017    0.1486    1.0
  16  11    1.8407    0.4171    0.6220    0.1314    1.0
  16  14    2.0345    0.4851    0.5551    0.1172    1.0
  17   0    1.3332    0.0000    1.0313    0.1815    1.0
  17   3    1.4641    0.1395    0.8701    0.1613    1.0
  17   6    1.6184    0.2542    0.7531    0.1520    1.0
  17   9    1.7903    0.3478    0.6561    0.1365    1.0
  17  12    1.9751    0.4244    0.5819    0.1220    1.0
  17  15    2.1696    0.4875    0.5252    0.1089    1.0
  18   1    1.4516    0.0468    0.9561    0.1543    1.0
  18   4    1.5900    0.1715    0.7998    0.1508    1.0
  18   7    1.7490    0.2748    0.6943    0.1403    1.0
  18  10    1.9235    0.3601    0.6094    0.1263    1.0
  18  13    2.1097    0.4307    0.5495    0.1131    1.0
  18  16    2.3048    0.4897    0.4951    0.1020    1.0
  19   2    1.5727    0.0864    0.8475    0.1420    1.0
  19   5    1.7174    0.1987    0.7319    0.1408    1.0
  19   8    1.8802    0.2926    0.6503    0.1298    1.0
  19  11    2.0570    0.3708    0.5745    0.1171    1.0
  19  14    2.2443    0.4363    0.5165    0.1058    1.0
  19  17    2.4399    0.4915    0.4714    0.0956    1.0
  20   0    1.5669    0.0000    0.9268    0.1542    1.0
  20   3    1.6960    0.1203    0.7886    0.1353    1.0
  20   6    1.8459    0.2222    0.6859    0.1314    1.0
  20   9    2.0120    0.3080    0.6050    0.1207    1.0
  20  12    2.1907    0.3803    0.5383    0.1093    1.0
