1385
18	14	2	0.742
18	17	2	0.658
19	0	2	1.282
19	3	2	1.123
19	6	2	0.977
19	9	2	0.865
19	12	2	0.766
19	15	2	0.680
19	18	2	0.604
20	1	2	1.172
20	4	2	1.005
20	7	2	0.888
20	10	2	0.788
20	13	2	0.703
20	16	2	0.625
20	19	2	0.560
21	2	2	1.052
21	5	2	0.910
21	8	2	0.808
21	11	2	0.722
21	14	2	0.645
21	17	2	0.578
21	20	2	0.517
22	0	2	1.054
22	3	2	0.941
22	6	2	0.826
22	9	2	0.740
22	12	2	0.663
22	15	2	0.595
22	18	2	0.534
22	21	2	0.481
23	1	2	0.971
23	4	2	0.852
23	7	2	0.756
23	10	2	0.679
23	13	2	0.611
23	16	2	0.550
23	19	2	0.497
24	2	2	0.886
24	5	2	0.775
24	8	2	0.693
24	11	2	0.625
24	14	2	0.564
24	17	2	0.510
24	20	2	0.460
25	0	2	0.886
25	3	2	0.801
25	6	2	0.710
25	9	2	0.639
25	12	2	0.578
25	15	2	0.524
25	18	2	0.474
26	1	2	0.822
26	4	2	0.730
26	7	2	0.652
26	10	2	0.590
26	13	2	0.535
26	16	2	0.486
27	2	2	0.757
27	5	2	0.669
27	8	2	0.603
27	11	2	0.547
27	14	2	0.498
28	0	2	0.753
28	3	2	0.692
28	6	2	0.616
28	9	2	0.558
28	12	2	0.508
28	15	2	0.463
29	1	2	0.705
29	4	2	0.635
29	7	2	0.569
29	10	2	0.518
29	13	2	0.472
30	2	2	0.653
30	5	2	0.584
30	8	2	0.528
30	11	2	0.482
31	0	2	0.653
31	3	2	0.603
31	6	2	0.540
31	9	2	0.491
32	1	2	0.610
32	4	2	0.554
32	7	2	0.501
32	10	2	0.457
33	2	2	0.570
33	5	2	0.514
33	8	2	0.466
34	0	2	0.569
34	3	2	0.529
34	6	2	0.476
35	1	2	0.533
35	4	2	0.490
36	2	2	0.501
37	0	2	0.500
6	5	3	5.065
7	3	3	5.991
7	6	3	4.035
8	4	3	4.641
8	7	3	3.367
9	2	3	5.138
9	5	3	3.781
9	8	3	2.853
10	0	3	5.389
10	3	3	4.168
10	6	3	3.155
10	9	3	2.480
11	1	3	4.412
11	4	3	3.447
11	7	3	2.708
11	10	3	2.171
12	2	3	3.674
12	5	3	2.934
12	11	3	1.934
13	0	3	3.777
13	3	3	3.129
13	9	3	2.076
13	12	3	1.728
14	1	3	3.249
14	7	3	2.219
14	10	3	1.845
14	13	3	1.565
15	11	3	1.662
15	14	3	1.419
16	3	3	2.466
16	9	3	1.759
16	12	3	1.501
16	15	3	1.300
17	1	3	2.531
17	10	3	1.582
17	13	3	1.369
17	16	3	1.191
18	2	3	2.247
18	11	3	1.440
18	14	3	1.252
18	17	3	1.101
19	3	3	2.009
19	12	3	1.311
19	15	3	1.153
19	18	3	1.016
20	4	3	1.803
20	7	3	1.571
20	10	3	1.370
20	13	3	1.205
20	16	3	1.063
20	19	3	0.947
