2 1 11760
   6   5    0.7525    0.4712    1.3099    0.3349    1.0
   7   3    0.7025    0.2966    1.3106    0.3087    1.0
   7   6    0.8867    0.4792    1.1384    0.2826    1.0
   8   4    0.8336    0.3335    1.1580    0.2736    1.0
   8   7    1.0211    0.4851    1.0056    0.2396    1.0
   9   2    0.8003    0.1715    1.1508    0.2419    1.0
   9   5    0.9659    0.3601    1.0261    0.2377    1.0
   9   8    1.1558    0.4897    0.9050    0.2117    1.0
  10   0    0.7891    0.0000    1.1711    0.2265    1.0
  10   3    0.9274    0.2222    1.0234    0.2207    1.0
  10   6    1.0990    0.3803    0.9255    0.2124    1.0
  10   9    1.2906    0.4932    0.8195    0.1869    1.0
  11   1    0.9077    0.0752    1.0414    0.2001    1.0
  11   4    1.0566    0.2604    0.9325    0.2040    1.0
  11   7    1.2325    0.3960    0.8363    0.1885    1.0
  11  10    1.4255    0.4961    0.7534    0.1694    1.0
  12   2    1.0305    0.1325    0.9426    0.1863    1.0
  12   5    1.1872    0.2902    0.8402    0.1841    1.0
  12   8    1.3665    0.4086    0.7687    0.1715    1.0
  12  11    1.5605    0.4985    0.6939    0.1530    1.0
  13   0    1.0217    0.0000    0.9780    0.1835    1.0
  13   3    1.1561    0.1773    0.8439    0.1723    1.0
  13   6    1.3188    0.3140    0.7774    0.1698    1.0
  13   9    1.5007    0.4190    0.7063    0.1552    1.0
  13  12    1.6956    0.5005    0.6465    0.1408    1.0
  14   1    1.1402    0.0597    0.8624    0.1618    1.0
  14   4    1.2837    0.2132    0.7808    0.1622    1.0
  14   7    1.4511    0.3335    0.7100    0.1542    1.0
  14  10    1.6351    0.4277    0.6581    0.1431    1.0
  14  13    1.8307    0.5022    0.6024    0.1291    1.0
  15   2    1.2622    0.1078    0.8054    0.1518    1.0
  15   5    1.4128    0.2426    0.7110    0.1496    1.0
  15   8    1.5839    0.3497    0.6654    0.1433    1.0
  15  11    1.7696    0.4350    0.6119    0.1313    1.0
  15  14    1.9658    0.5037    0.5669    0.1202    1.0
  16   0    1.2550    0.0000    0.7911    0.1477    1.0
  16   3    1.3867    0.1474    0.7146    0.1404    1.0
  16   6    1.5429    0.2670    0.6670    0.1404    1.0
  16   9    1.7171    0.3633    0.6164    0.1316    1.0
  16  12    1.9043    0.4413    0.5757    0.1222    1.0
  16  15    2.1009    0.5050    0.5329    0.1115    1.0
  17   1    1.3735    0.0494    0.7457    0.1358    1.0
  17   4    1.5130    0.1803    0.6756    0.1344    1.0
  17   7    1.6739    0.2875    0.6156    0.1298    1.0
  17  10    1.8506    0.3750    0.5812    0.1230    1.0
  17  13    2.0390    0.4468    0.5405    0.1133    1.0
  17  16    2.2361    0.5061    0.5050    0.1046    1.0
